id	client_name	部位id(武器110以上(剑110)，头盔101，衣服102，腰带103，裤子104，鞋子105，时装106，戒指107，徽章108，魂器109,装备类型必须大于100,因为物品类型小于100)	角色id	强化等级	强化获得属性AttrId（当前等级对应属性的绝对值，非累加）	附加属性	[{下降等级,百分比}]	消耗id	武器强化特效，[]是equip_effect表ID
10103075	战士腰带强化75	103	1	75	10410075		[{0,100}]	1275	
10103076	战士腰带强化76	103	1	76	10410076		[{0,100}]	1276	
10103077	战士腰带强化77	103	1	77	10410077		[{0,100}]	1277	
10103078	战士腰带强化78	103	1	78	10410078		[{0,100}]	1278	
10103079	战士腰带强化79	103	1	79	10410079		[{0,100}]	1279	
10103080	战士腰带强化80	103	1	80	10410080		[{0,100}]	1280	
10103081	战士腰带强化81	103	1	81	10410081		[{0,100}]	1281	
10103082	战士腰带强化82	103	1	82	10410082		[{0,100}]	1282	
10103083	战士腰带强化83	103	1	83	10410083		[{0,100}]	1283	
10103084	战士腰带强化84	103	1	84	10410084		[{0,100}]	1284	
10103085	战士腰带强化85	103	1	85	10410085		[{0,100}]	1285	
10103086	战士腰带强化86	103	1	86	10410086		[{0,100}]	1286	
10103087	战士腰带强化87	103	1	87	10410087		[{0,100}]	1287	
10103088	战士腰带强化88	103	1	88	10410088		[{0,100}]	1288	
10103089	战士腰带强化89	103	1	89	10410089		[{0,100}]	1289	
10103090	战士腰带强化90	103	1	90	10410090		[{0,100}]	1290	
10103091	战士腰带强化91	103	1	91	10410091		[{0,100}]	1291	
10103092	战士腰带强化92	103	1	92	10410092		[{0,100}]	1292	
10103093	战士腰带强化93	103	1	93	10410093		[{0,100}]	1293	
10103094	战士腰带强化94	103	1	94	10410094		[{0,100}]	1294	
10103095	战士腰带强化95	103	1	95	10410095		[{0,100}]	1295	
10103096	战士腰带强化96	103	1	96	10410096		[{0,100}]	1296	
10103097	战士腰带强化97	103	1	97	10410097		[{0,100}]	1297	
10103098	战士腰带强化98	103	1	98	10410098		[{0,100}]	1298	
10103099	战士腰带强化99	103	1	99	10410099		[{0,100}]	1299	
10103100	战士腰带强化100	103	1	100	10410100		[{0,100}]	1300	
10104000	战士裤子强化0	104	1	0	10510000		[{0,100}]	1	
10104001	战士裤子强化1	104	1	1	10510001		[{0,100}]	1201	
10104002	战士裤子强化2	104	1	2	10510002		[{0,100}]	1202	
10104003	战士裤子强化3	104	1	3	10510003		[{0,100}]	1203	
10104004	战士裤子强化4	104	1	4	10510004		[{0,100}]	1204	
10104005	战士裤子强化5	104	1	5	10510005		[{0,100}]	1205	
10104006	战士裤子强化6	104	1	6	10510006		[{0,100}]	1206	
10104007	战士裤子强化7	104	1	7	10510007		[{0,100}]	1207	
10104008	战士裤子强化8	104	1	8	10510008		[{0,100}]	1208	
10104009	战士裤子强化9	104	1	9	10510009		[{0,100}]	1209	
10104010	战士裤子强化10	104	1	10	10510010		[{0,100}]	1210	
10104011	战士裤子强化11	104	1	11	10510011		[{0,100}]	1211	
10104012	战士裤子强化12	104	1	12	10510012		[{0,100}]	1212	
10104013	战士裤子强化13	104	1	13	10510013		[{0,100}]	1213	
10104014	战士裤子强化14	104	1	14	10510014		[{0,100}]	1214	
10104015	战士裤子强化15	104	1	15	10510015		[{0,100}]	1215	
10104016	战士裤子强化16	104	1	16	10510016		[{0,100}]	1216	
10104017	战士裤子强化17	104	1	17	10510017		[{0,100}]	1217	
10104018	战士裤子强化18	104	1	18	10510018		[{0,100}]	1218	
10104019	战士裤子强化19	104	1	19	10510019		[{0,100}]	1219	
10104020	战士裤子强化20	104	1	20	10510020		[{0,100}]	1220	
10104021	战士裤子强化21	104	1	21	10510021		[{0,100}]	1221	
10104022	战士裤子强化22	104	1	22	10510022		[{0,100}]	1222	
10104023	战士裤子强化23	104	1	23	10510023		[{0,100}]	1223	
10104024	战士裤子强化24	104	1	24	10510024		[{0,100}]	1224	
10104025	战士裤子强化25	104	1	25	10510025		[{0,100}]	1225	
10104026	战士裤子强化26	104	1	26	10510026		[{0,100}]	1226	
10104027	战士裤子强化27	104	1	27	10510027		[{0,100}]	1227	
10104028	战士裤子强化28	104	1	28	10510028		[{0,100}]	1228	
10104029	战士裤子强化29	104	1	29	10510029		[{0,100}]	1229	
10104030	战士裤子强化30	104	1	30	10510030		[{0,100}]	1230	
10104031	战士裤子强化31	104	1	31	10510031		[{0,100}]	1231	
10104032	战士裤子强化32	104	1	32	10510032		[{0,100}]	1232	
10104033	战士裤子强化33	104	1	33	10510033		[{0,100}]	1233	
10104034	战士裤子强化34	104	1	34	10510034		[{0,100}]	1234	
10104035	战士裤子强化35	104	1	35	10510035		[{0,100}]	1235	
10104036	战士裤子强化36	104	1	36	10510036		[{0,100}]	1236	
10104037	战士裤子强化37	104	1	37	10510037		[{0,100}]	1237	
10104038	战士裤子强化38	104	1	38	10510038		[{0,100}]	1238	
10104039	战士裤子强化39	104	1	39	10510039		[{0,100}]	1239	
10104040	战士裤子强化40	104	1	40	10510040		[{0,100}]	1240	
10104041	战士裤子强化41	104	1	41	10510041		[{0,100}]	1241	
10104042	战士裤子强化42	104	1	42	10510042		[{0,100}]	1242	
10104043	战士裤子强化43	104	1	43	10510043		[{0,100}]	1243	
10104044	战士裤子强化44	104	1	44	10510044		[{0,100}]	1244	
10104045	战士裤子强化45	104	1	45	10510045		[{0,100}]	1245	
10104046	战士裤子强化46	104	1	46	10510046		[{0,100}]	1246	
10104047	战士裤子强化47	104	1	47	10510047		[{0,100}]	1247	
10104048	战士裤子强化48	104	1	48	10510048		[{0,100}]	1248	
10104049	战士裤子强化49	104	1	49	10510049		[{0,100}]	1249	
10104050	战士裤子强化50	104	1	50	10510050		[{0,100}]	1250	
10104051	战士裤子强化51	104	1	51	10510051		[{0,100}]	1251	
10104052	战士裤子强化52	104	1	52	10510052		[{0,100}]	1252	
10104053	战士裤子强化53	104	1	53	10510053		[{0,100}]	1253	
10104054	战士裤子强化54	104	1	54	10510054		[{0,100}]	1254	
10104055	战士裤子强化55	104	1	55	10510055		[{0,100}]	1255	
10104056	战士裤子强化56	104	1	56	10510056		[{0,100}]	1256	
10104057	战士裤子强化57	104	1	57	10510057		[{0,100}]	1257	
10104058	战士裤子强化58	104	1	58	10510058		[{0,100}]	1258	
10104059	战士裤子强化59	104	1	59	10510059		[{0,100}]	1259	
10104060	战士裤子强化60	104	1	60	10510060		[{0,100}]	1260	
10104061	战士裤子强化61	104	1	61	10510061		[{0,100}]	1261	
10104062	战士裤子强化62	104	1	62	10510062		[{0,100}]	1262	
10104063	战士裤子强化63	104	1	63	10510063		[{0,100}]	1263	
10104064	战士裤子强化64	104	1	64	10510064		[{0,100}]	1264	
10104065	战士裤子强化65	104	1	65	10510065		[{0,100}]	1265	
10104066	战士裤子强化66	104	1	66	10510066		[{0,100}]	1266	
10104067	战士裤子强化67	104	1	67	10510067		[{0,100}]	1267	
10104068	战士裤子强化68	104	1	68	10510068		[{0,100}]	1268	
10104069	战士裤子强化69	104	1	69	10510069		[{0,100}]	1269	
10104070	战士裤子强化70	104	1	70	10510070		[{0,100}]	1270	
10104071	战士裤子强化71	104	1	71	10510071		[{0,100}]	1271	
10104072	战士裤子强化72	104	1	72	10510072		[{0,100}]	1272	
10104073	战士裤子强化73	104	1	73	10510073		[{0,100}]	1273	
10104074	战士裤子强化74	104	1	74	10510074		[{0,100}]	1274	
10104075	战士裤子强化75	104	1	75	10510075		[{0,100}]	1275	
10104076	战士裤子强化76	104	1	76	10510076		[{0,100}]	1276	
10104077	战士裤子强化77	104	1	77	10510077		[{0,100}]	1277	
10104078	战士裤子强化78	104	1	78	10510078		[{0,100}]	1278	
10104079	战士裤子强化79	104	1	79	10510079		[{0,100}]	1279	
10104080	战士裤子强化80	104	1	80	10510080		[{0,100}]	1280	
10104081	战士裤子强化81	104	1	81	10510081		[{0,100}]	1281	
10104082	战士裤子强化82	104	1	82	10510082		[{0,100}]	1282	
10104083	战士裤子强化83	104	1	83	10510083		[{0,100}]	1283	
10104084	战士裤子强化84	104	1	84	10510084		[{0,100}]	1284	
10104085	战士裤子强化85	104	1	85	10510085		[{0,100}]	1285	
10104086	战士裤子强化86	104	1	86	10510086		[{0,100}]	1286	
10104087	战士裤子强化87	104	1	87	10510087		[{0,100}]	1287	
10104088	战士裤子强化88	104	1	88	10510088		[{0,100}]	1288	
10104089	战士裤子强化89	104	1	89	10510089		[{0,100}]	1289	
10104090	战士裤子强化90	104	1	90	10510090		[{0,100}]	1290	
10104091	战士裤子强化91	104	1	91	10510091		[{0,100}]	1291	
10104092	战士裤子强化92	104	1	92	10510092		[{0,100}]	1292	
10104093	战士裤子强化93	104	1	93	10510093		[{0,100}]	1293	
10104094	战士裤子强化94	104	1	94	10510094		[{0,100}]	1294	
10104095	战士裤子强化95	104	1	95	10510095		[{0,100}]	1295	
10104096	战士裤子强化96	104	1	96	10510096		[{0,100}]	1296	
10104097	战士裤子强化97	104	1	97	10510097		[{0,100}]	1297	
10104098	战士裤子强化98	104	1	98	10510098		[{0,100}]	1298	
10104099	战士裤子强化99	104	1	99	10510099		[{0,100}]	1299	
10104100	战士裤子强化100	104	1	100	10510100		[{0,100}]	1300	
10105000	战士鞋子强化0	105	1	0	10610000		[{0,100}]	1	
10105001	战士鞋子强化1	105	1	1	10610001		[{0,100}]	1001	
10105002	战士鞋子强化2	105	1	2	10610002		[{0,100}]	1002	
10105003	战士鞋子强化3	105	1	3	10610003		[{0,100}]	1003	
10105004	战士鞋子强化4	105	1	4	10610004		[{0,100}]	1004	
10105005	战士鞋子强化5	105	1	5	10610005		[{0,100}]	1005	
10105006	战士鞋子强化6	105	1	6	10610006		[{0,100}]	1006	
10105007	战士鞋子强化7	105	1	7	10610007		[{0,100}]	1007	
10105008	战士鞋子强化8	105	1	8	10610008		[{0,100}]	1008	
10105009	战士鞋子强化9	105	1	9	10610009		[{0,100}]	1009	
10105010	战士鞋子强化10	105	1	10	10610010		[{0,100}]	1010	
10105011	战士鞋子强化11	105	1	11	10610011		[{0,100}]	1011	
10105012	战士鞋子强化12	105	1	12	10610012		[{0,100}]	1012	
10105013	战士鞋子强化13	105	1	13	10610013		[{0,100}]	1013	
10105014	战士鞋子强化14	105	1	14	10610014		[{0,100}]	1014	
10105015	战士鞋子强化15	105	1	15	10610015		[{0,100}]	1015	
10105016	战士鞋子强化16	105	1	16	10610016		[{0,100}]	1016	
10105017	战士鞋子强化17	105	1	17	10610017		[{0,100}]	1017	
10105018	战士鞋子强化18	105	1	18	10610018		[{0,100}]	1018	
10105019	战士鞋子强化19	105	1	19	10610019		[{0,100}]	1019	
10105020	战士鞋子强化20	105	1	20	10610020		[{0,100}]	1020	
10105021	战士鞋子强化21	105	1	21	10610021		[{0,100}]	1021	
10105022	战士鞋子强化22	105	1	22	10610022		[{0,100}]	1022	
10105023	战士鞋子强化23	105	1	23	10610023		[{0,100}]	1023	
10105024	战士鞋子强化24	105	1	24	10610024		[{0,100}]	1024	
10105025	战士鞋子强化25	105	1	25	10610025		[{0,100}]	1025	
10105026	战士鞋子强化26	105	1	26	10610026		[{0,100}]	1026	
10105027	战士鞋子强化27	105	1	27	10610027		[{0,100}]	1027	
10105028	战士鞋子强化28	105	1	28	10610028		[{0,100}]	1028	
10105029	战士鞋子强化29	105	1	29	10610029		[{0,100}]	1029	
10105030	战士鞋子强化30	105	1	30	10610030		[{0,100}]	1030	
10105031	战士鞋子强化31	105	1	31	10610031		[{0,100}]	1031	
10105032	战士鞋子强化32	105	1	32	10610032		[{0,100}]	1032	
10105033	战士鞋子强化33	105	1	33	10610033		[{0,100}]	1033	
10105034	战士鞋子强化34	105	1	34	10610034		[{0,100}]	1034	
10105035	战士鞋子强化35	105	1	35	10610035		[{0,100}]	1035	
10105036	战士鞋子强化36	105	1	36	10610036		[{0,100}]	1036	
10105037	战士鞋子强化37	105	1	37	10610037		[{0,100}]	1037	
10105038	战士鞋子强化38	105	1	38	10610038		[{0,100}]	1038	
10105039	战士鞋子强化39	105	1	39	10610039		[{0,100}]	1039	
10105040	战士鞋子强化40	105	1	40	10610040		[{0,100}]	1040	
10105041	战士鞋子强化41	105	1	41	10610041		[{0,100}]	1041	
10105042	战士鞋子强化42	105	1	42	10610042		[{0,100}]	1042	
10105043	战士鞋子强化43	105	1	43	10610043		[{0,100}]	1043	
10105044	战士鞋子强化44	105	1	44	10610044		[{0,100}]	1044	
10105045	战士鞋子强化45	105	1	45	10610045		[{0,100}]	1045	
10105046	战士鞋子强化46	105	1	46	10610046		[{0,100}]	1046	
10105047	战士鞋子强化47	105	1	47	10610047		[{0,100}]	1047	
10105048	战士鞋子强化48	105	1	48	10610048		[{0,100}]	1048	
10105049	战士鞋子强化49	105	1	49	10610049		[{0,100}]	1049	
10105050	战士鞋子强化50	105	1	50	10610050		[{0,100}]	1050	
10105051	战士鞋子强化51	105	1	51	10610051		[{0,100}]	1051	
10105052	战士鞋子强化52	105	1	52	10610052		[{0,100}]	1052	
10105053	战士鞋子强化53	105	1	53	10610053		[{0,100}]	1053	
10105054	战士鞋子强化54	105	1	54	10610054		[{0,100}]	1054	
10105055	战士鞋子强化55	105	1	55	10610055		[{0,100}]	1055	
10105056	战士鞋子强化56	105	1	56	10610056		[{0,100}]	1056	
10105057	战士鞋子强化57	105	1	57	10610057		[{0,100}]	1057	
10105058	战士鞋子强化58	105	1	58	10610058		[{0,100}]	1058	
10105059	战士鞋子强化59	105	1	59	10610059		[{0,100}]	1059	
10105060	战士鞋子强化60	105	1	60	10610060		[{0,100}]	1060	
10105061	战士鞋子强化61	105	1	61	10610061		[{0,100}]	1061	
10105062	战士鞋子强化62	105	1	62	10610062		[{0,100}]	1062	
10105063	战士鞋子强化63	105	1	63	10610063		[{0,100}]	1063	
10105064	战士鞋子强化64	105	1	64	10610064		[{0,100}]	1064	
10105065	战士鞋子强化65	105	1	65	10610065		[{0,100}]	1065	
10105066	战士鞋子强化66	105	1	66	10610066		[{0,100}]	1066	
10105067	战士鞋子强化67	105	1	67	10610067		[{0,100}]	1067	
10105068	战士鞋子强化68	105	1	68	10610068		[{0,100}]	1068	
10105069	战士鞋子强化69	105	1	69	10610069		[{0,100}]	1069	
10105070	战士鞋子强化70	105	1	70	10610070		[{0,100}]	1070	
10105071	战士鞋子强化71	105	1	71	10610071		[{0,100}]	1071	
10105072	战士鞋子强化72	105	1	72	10610072		[{0,100}]	1072	
10105073	战士鞋子强化73	105	1	73	10610073		[{0,100}]	1073	
10105074	战士鞋子强化74	105	1	74	10610074		[{0,100}]	1074	
10105075	战士鞋子强化75	105	1	75	10610075		[{0,100}]	1075	
10105076	战士鞋子强化76	105	1	76	10610076		[{0,100}]	1076	
10105077	战士鞋子强化77	105	1	77	10610077		[{0,100}]	1077	
10105078	战士鞋子强化78	105	1	78	10610078		[{0,100}]	1078	
10105079	战士鞋子强化79	105	1	79	10610079		[{0,100}]	1079	
10105080	战士鞋子强化80	105	1	80	10610080		[{0,100}]	1080	
10105081	战士鞋子强化81	105	1	81	10610081		[{0,100}]	1081	
10105082	战士鞋子强化82	105	1	82	10610082		[{0,100}]	1082	
10105083	战士鞋子强化83	105	1	83	10610083		[{0,100}]	1083	
10105084	战士鞋子强化84	105	1	84	10610084		[{0,100}]	1084	
10105085	战士鞋子强化85	105	1	85	10610085		[{0,100}]	1085	
10105086	战士鞋子强化86	105	1	86	10610086		[{0,100}]	1086	
10105087	战士鞋子强化87	105	1	87	10610087		[{0,100}]	1087	
10105088	战士鞋子强化88	105	1	88	10610088		[{0,100}]	1088	
10105089	战士鞋子强化89	105	1	89	10610089		[{0,100}]	1089	
10105090	战士鞋子强化90	105	1	90	10610090		[{0,100}]	1090	
10105091	战士鞋子强化91	105	1	91	10610091		[{0,100}]	1091	
10105092	战士鞋子强化92	105	1	92	10610092		[{0,100}]	1092	
10105093	战士鞋子强化93	105	1	93	10610093		[{0,100}]	1093	
10105094	战士鞋子强化94	105	1	94	10610094		[{0,100}]	1094	
10105095	战士鞋子强化95	105	1	95	10610095		[{0,100}]	1095	
10105096	战士鞋子强化96	105	1	96	10610096		[{0,100}]	1096	
10105097	战士鞋子强化97	105	1	97	10610097		[{0,100}]	1097	
10105098	战士鞋子强化98	105	1	98	10610098		[{0,100}]	1098	
10105099	战士鞋子强化99	105	1	99	10610099		[{0,100}]	1099	
10105100	战士鞋子强化100	105	1	100	10610100		[{0,100}]	1100	
10107000	战士戒指强化0	107	1	0	10710000		[{0,100}]	1	
10107001	战士戒指强化1	107	1	1	10710001		[{0,100}]	1201	
10107002	战士戒指强化2	107	1	2	10710002		[{0,100}]	1202	
10107003	战士戒指强化3	107	1	3	10710003		[{0,100}]	1203	
10107004	战士戒指强化4	107	1	4	10710004		[{0,100}]	1204	
10107005	战士戒指强化5	107	1	5	10710005		[{0,100}]	1205	
10107006	战士戒指强化6	107	1	6	10710006		[{0,100}]	1206	
10107007	战士戒指强化7	107	1	7	10710007		[{0,100}]	1207	
10107008	战士戒指强化8	107	1	8	10710008		[{0,100}]	1208	
10107009	战士戒指强化9	107	1	9	10710009		[{0,100}]	1209	
10107010	战士戒指强化10	107	1	10	10710010		[{0,100}]	1210	
10107011	战士戒指强化11	107	1	11	10710011		[{0,100}]	1211	
10107012	战士戒指强化12	107	1	12	10710012		[{0,100}]	1212	
10107013	战士戒指强化13	107	1	13	10710013		[{0,100}]	1213	
10107014	战士戒指强化14	107	1	14	10710014		[{0,100}]	1214	
10107015	战士戒指强化15	107	1	15	10710015		[{0,100}]	1215	
10107016	战士戒指强化16	107	1	16	10710016		[{0,100}]	1216	
10107017	战士戒指强化17	107	1	17	10710017		[{0,100}]	1217	
10107018	战士戒指强化18	107	1	18	10710018		[{0,100}]	1218	
10107019	战士戒指强化19	107	1	19	10710019		[{0,100}]	1219	
10107020	战士戒指强化20	107	1	20	10710020		[{0,100}]	1220	
10107021	战士戒指强化21	107	1	21	10710021		[{0,100}]	1221	
10107022	战士戒指强化22	107	1	22	10710022		[{0,100}]	1222	
10107023	战士戒指强化23	107	1	23	10710023		[{0,100}]	1223	
10107024	战士戒指强化24	107	1	24	10710024		[{0,100}]	1224	
10107025	战士戒指强化25	107	1	25	10710025		[{0,100}]	1225	
10107026	战士戒指强化26	107	1	26	10710026		[{0,100}]	1226	
10107027	战士戒指强化27	107	1	27	10710027		[{0,100}]	1227	
10107028	战士戒指强化28	107	1	28	10710028		[{0,100}]	1228	
10107029	战士戒指强化29	107	1	29	10710029		[{0,100}]	1229	
10107030	战士戒指强化30	107	1	30	10710030		[{0,100}]	1230	
10107031	战士戒指强化31	107	1	31	10710031		[{0,100}]	1231	
10107032	战士戒指强化32	107	1	32	10710032		[{0,100}]	1232	
10107033	战士戒指强化33	107	1	33	10710033		[{0,100}]	1233	
10107034	战士戒指强化34	107	1	34	10710034		[{0,100}]	1234	
10107035	战士戒指强化35	107	1	35	10710035		[{0,100}]	1235	
10107036	战士戒指强化36	107	1	36	10710036		[{0,100}]	1236	
10107037	战士戒指强化37	107	1	37	10710037		[{0,100}]	1237	
10107038	战士戒指强化38	107	1	38	10710038		[{0,100}]	1238	
10107039	战士戒指强化39	107	1	39	10710039		[{0,100}]	1239	
10107040	战士戒指强化40	107	1	40	10710040		[{0,100}]	1240	
10107041	战士戒指强化41	107	1	41	10710041		[{0,100}]	1241	
10107042	战士戒指强化42	107	1	42	10710042		[{0,100}]	1242	
10107043	战士戒指强化43	107	1	43	10710043		[{0,100}]	1243	
10107044	战士戒指强化44	107	1	44	10710044		[{0,100}]	1244	
10107045	战士戒指强化45	107	1	45	10710045		[{0,100}]	1245	
10107046	战士戒指强化46	107	1	46	10710046		[{0,100}]	1246	
10107047	战士戒指强化47	107	1	47	10710047		[{0,100}]	1247	
10107048	战士戒指强化48	107	1	48	10710048		[{0,100}]	1248	
10107049	战士戒指强化49	107	1	49	10710049		[{0,100}]	1249	
10107050	战士戒指强化50	107	1	50	10710050		[{0,100}]	1250	
10107051	战士戒指强化51	107	1	51	10710051		[{0,100}]	1251	
10107052	战士戒指强化52	107	1	52	10710052		[{0,100}]	1252	
10107053	战士戒指强化53	107	1	53	10710053		[{0,100}]	1253	
10107054	战士戒指强化54	107	1	54	10710054		[{0,100}]	1254	
10107055	战士戒指强化55	107	1	55	10710055		[{0,100}]	1255	
10107056	战士戒指强化56	107	1	56	10710056		[{0,100}]	1256	
10107057	战士戒指强化57	107	1	57	10710057		[{0,100}]	1257	
10107058	战士戒指强化58	107	1	58	10710058		[{0,100}]	1258	
10107059	战士戒指强化59	107	1	59	10710059		[{0,100}]	1259	
10107060	战士戒指强化60	107	1	60	10710060		[{0,100}]	1260	
10107061	战士戒指强化61	107	1	61	10710061		[{0,100}]	1261	
10107062	战士戒指强化62	107	1	62	10710062		[{0,100}]	1262	
10107063	战士戒指强化63	107	1	63	10710063		[{0,100}]	1263	
